Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
May,4,Sunday,Mazda,Urban,Wednesday,Jun,1,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8411,7,400,2,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision,649.984372062905
Jun,5,Thursday,Mazda,Urban,Tuesday,Jul,1,Female,Married,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8416,8,500,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1995,Liability,2634.0259891739
Apr,3,Wednesday,Toyota,Urban,Tuesday,May,1,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8417,16,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,4297.48762567992
Feb,1,Wednesday,Chevrolet,Urban,Monday,Feb,1,Female,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8421,1,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,9512.00221593475
Jan,5,Monday,Toyota,Urban,Tuesday,Jan,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8422,4,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,35652.1586849731
Dec,5,Tuesday,Pontiac,Urban,Wednesday,Jun,5,Male,Married,80,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8424,9,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Collision,55591.493622206
Sep,2,Saturday,Toyota,Urban,Wednesday,Sep,3,Male,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8425,13,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,5583.0945188325
Sep,2,Monday,Honda,Urban,Monday,Sep,2,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8426,2,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,6717.67850410131
Nov,2,Thursday,Mazda,Urban,Thursday,Nov,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8428,6,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,48090.2817515537
Nov,1,Friday,Toyota,Urban,Tuesday,Nov,2,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8429,14,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,69927.8940723104
Jul,3,Thursday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8434,13,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,50754.8040303591
Oct,3,Sunday,Mazda,Urban,Tuesday,Oct,3,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8435,15,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,2350.50025053248
Oct,2,Friday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married,40,Policy Holder,Utility - Collision,Utility,more than 69000,0,8436,9,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision,53404.0297019986
Oct,3,Saturday,Chevrolet,Urban,Monday,Oct,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8437,13,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,9115.51415521098
Jun,3,Wednesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8438,16,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,7197.34315032717
Mar,2,Saturday,Mazda,Urban,Wednesday,Mar,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8439,16,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,66455.9215094879
Apr,4,Friday,Honda,Urban,Tuesday,May,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8440,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,19143.7048119369
Jul,4,Wednesday,Pontiac,Urban,Thursday,Aug,2,Female,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8442,8,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils,1291.75481407634
Dec,3,Thursday,Pontiac,Urban,Tuesday,Dec,4,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8443,13,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,All Perils,1667.37512896502
Nov,4,Tuesday,Honda,Urban,Tuesday,Nov,4,Male,Married,36,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,8444,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,8985.92749134221
Nov,3,Sunday,Pontiac,Urban,Wednesday,Nov,4,Male,Married,33,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,8445,7,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,6064.07364760404
Jun,1,Monday,Mazda,Urban,Thursday,Jun,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8446,3,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,5922.8069069278
May,3,Friday,Chevrolet,Urban,Wednesday,Jun,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8447,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,Collision,3614.45704046475
Nov,1,Sunday,Toyota,Urban,Monday,Nov,1,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8448,8,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,6825.47383249222
Dec,5,Thursday,Mazda,Urban,Friday,Dec,5,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8449,13,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,25631.1817756684
Sep,3,Tuesday,Mazda,Urban,Tuesday,Sep,3,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8450,16,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,1275.98625212786
Jan,1,Monday,Chevrolet,Urban,Monday,Jan,2,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,8452,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,50811.166934916
Nov,3,Tuesday,Toyota,Urban,Thursday,Nov,3,Male,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8453,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,7646.18881974628
Sep,2,Saturday,Toyota,Urban,Monday,Sep,2,Male,Married,78,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8456,9,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,1512.52858065615
Jun,5,Wednesday,Toyota,Urban,Friday,Jul,1,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,8457,4,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,53715.1386361499
Dec,2,Wednesday,Pontiac,Urban,Wednesday,Dec,3,Male,Single,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,8459,2,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,33258.2102869382
Aug,1,Saturday,Toyota,Urban,Wednesday,Oct,3,Male,Married,78,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8460,3,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,10421.1901664498
Mar,1,Thursday,Mazda,Urban,Tuesday,Mar,2,Male,Married,57,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,8461,10,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,52565.741889423
May,1,Friday,Toyota,Urban,Monday,May,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8462,7,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,68467.7073368253
Sep,4,Thursday,Chevrolet,Urban,Monday,Sep,4,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8464,5,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,1 year,2 vehicles,1995,Collision,9190.95936072266
Dec,2,Wednesday,Pontiac,Urban,Monday,Dec,2,Female,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,8466,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,4427.23140982424
Oct,4,Friday,Ford,Urban,Monday,Oct,4,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,8467,15,500,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,2 to 3 years,1 vehicle,1995,Collision,74073.4573195461
Jun,3,Monday,Honda,Urban,Wednesday,Jun,5,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8468,6,400,4,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,81995.2899889665
Jun,3,Sunday,Saab,Urban,Monday,Jun,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8469,6,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,17231.5620366054
Apr,4,Monday,Toyota,Urban,Wednesday,May,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8470,11,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,6318.22319946792
Jan,2,Wednesday,Accura,Urban,Friday,Jan,4,Male,Married,31,Third Party,Sedan - Liability,Sport,more than 69000,0,8471,11,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,71717.7450291902
Jul,3,Friday,Toyota,Urban,Friday,Jul,3,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8472,4,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,5231.15630353964
Jan,4,Friday,Chevrolet,Urban,Monday,Jan,5,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8473,1,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,3448.2805275888
Jun,2,Tuesday,Mazda,Urban,Wednesday,Jun,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8474,15,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,1657.75306064839
Jun,2,Monday,Toyota,Urban,Monday,Jul,5,Male,Married,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8475,6,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,63502.1602284515
Oct,2,Wednesday,Toyota,Urban,Monday,Oct,3,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8478,14,400,3,more than 30,more than 30,1,5 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1995,All Perils,8099.80598863437
Oct,3,Wednesday,Mazda,Urban,Wednesday,Oct,3,Male,Married,33,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8479,10,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,71319.0384762907
Oct,3,Monday,Pontiac,Urban,Monday,Oct,5,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8481,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,39407.7556605904
Jun,2,Tuesday,Pontiac,Urban,Friday,Jun,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8482,12,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,13901.9019368839
Jun,2,Monday,Ferrari,Urban,Wednesday,Jun,3,Male,Married,36,Policy Holder,Utility - Collision,Utility,40000 to 59000,0,8483,2,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,9693.00616228644
Jan,5,Tuesday,Toyota,Urban,Thursday,Feb,1,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8484,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,5658.22146171544
Feb,1,Wednesday,Chevrolet,Urban,Thursday,Feb,3,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8485,9,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability,5127.54369658992
Feb,1,Wednesday,Honda,Urban,Thursday,Feb,1,Male,Married,74,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8486,7,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,5579.7950123182
Jan,5,Saturday,Pontiac,Urban,Thursday,Feb,1,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8488,3,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,All Perils,5445.62793069868
Aug,4,Monday,Chevrolet,Rural,Tuesday,Aug,4,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8489,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,4905.33964109673
Aug,1,Tuesday,Mazda,Urban,Friday,Aug,1,Male,Single,30,Policy Holder,Sport - Collision,Sport,more than 69000,0,8490,11,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,80176.9989522525
Jul,3,Monday,Pontiac,Rural,Tuesday,Jul,3,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8491,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,5143.03074063495
Jul,3,Tuesday,Pontiac,Rural,Thursday,May,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8492,9,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,3926.09628533675
Feb,1,Thursday,Chevrolet,Urban,Thursday,Feb,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8493,3,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,7205.36912196212
Feb,1,Friday,Pontiac,Urban,Friday,Feb,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8494,8,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1995,Collision,31456.9526638997
Feb,4,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8495,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2450.15770576819
Dec,2,Saturday,Pontiac,Rural,Monday,Dec,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,8496,8,400,2,more than 30,more than 30,1,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,5001.61776397042
Feb,2,Monday,Honda,Urban,Monday,Feb,2,Female,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8497,13,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,11533.8155207509
Feb,3,Wednesday,Pontiac,Urban,Monday,Feb,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8498,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,6709.53280925735
Feb,2,Tuesday,Pontiac,Urban,Thursday,Feb,2,Female,Divorced,27,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8499,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,50077.3142469668
Feb,2,Monday,Honda,Rural,Tuesday,Feb,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8500,11,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,50290.0175749577
Feb,2,Thursday,Pontiac,Urban,Friday,Feb,2,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8502,13,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,8131.21698358545
Apr,2,Sunday,Chevrolet,Urban,Tuesday,Apr,2,Female,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8503,16,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,4148.84500137839
Jan,5,Monday,Honda,Urban,Tuesday,Feb,1,Female,Married,33,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8506,7,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils,6291.23869578697
Apr,1,Tuesday,Mazda,Urban,Tuesday,Apr,1,Female,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8507,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,4994.19630657461
Mar,5,Tuesday,Pontiac,Urban,Friday,Apr,1,Male,Married,56,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8508,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,2067.61792554998
May,1,Sunday,Mazda,Rural,Thursday,May,2,Female,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8509,14,400,1,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,5319.92968424255
Apr,5,Saturday,VW,Urban,Monday,May,1,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,8510,6,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,12302.9936027918
Apr,4,Sunday,Mazda,Rural,Tuesday,Apr,4,Male,Married,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8511,14,400,1,15 to 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,5251.80568842463
Aug,2,Saturday,Honda,Urban,Friday,Sep,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8513,16,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,4585.11225730161
Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8515,3,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,10913.4141596282
Jun,3,Tuesday,Pontiac,Urban,Friday,Jun,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8519,12,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,8615.86769057553
Dec,2,Sunday,Mazda,Urban,Wednesday,Dec,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,8521,11,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision,69841.7623783444
Dec,2,Sunday,Mazda,Urban,Monday,Dec,2,Female,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,8522,3,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Liability,36250.5479486851
Oct,5,Monday,Pontiac,Urban,Tuesday,Oct,5,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8523,12,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,28302.9931341374
